1179516032|1|6005411420385015128|18|20081004 00:03:56|3260103120|0|19.95|19.45|5
1179516032|2|6005411420385015128|18|20081004 00:03:56|4218702040|0|5.38|5.1|2
1179685748|1|6005411420385050638|8|20090912 18:47:03|7196296193|0|3.99|3.99|1
1179685748|2|6005411420385050638|8|20090912 18:47:03|20402300000|0|1.99|1.99|1
1179685748|3|6005411420385050638|8|20090912 18:47:03|94020|0|14.95|14.45|5
1179685748|4|6005411420385050638|8|20090912 18:47:03|3338370212|0|15.96|15.96|4
1179685748|5|6005411420385050638|8|20090912 18:47:03|7890267554|0|5.98|5.98|2
1179768875|1|6005411420385050638|10|20080308 15:43:31|4218701273|0|5.35|4.99|1
1179365278|1|6005411420385050638|4|20091201 04:08:06|3113|0|7.98|7.98|2
1179365278|2|6005411420385050638|4|20091201 04:08:06|7148102510|0|7.98|7.98|2
1179365278|3|6005411420385050638|4|20091201 04:08:06|4414|0|12.45|9.95|5
1179195113|1|6005411420385087084|6|20090126 15:25:01|1819570200|0|11.96|11.96|4
1179195113|2|6005411420385087084|6|20090126 15:25:01|7184009112|0|18.36|17.96|4
1179195113|3|6005411420385087084|6|20090126 15:25:01|4552|0|1.99|1.99|1
1179195113|4|6005411420385087084|6|20090126 15:25:01|4740012622|0|21.78|21.78|2
1179195113|5|6005411420385087084|6|20090126 15:25:01|4650002035|0|8.18|7.98|2
1179577176|1|6005411420385087084|17|20081205 10:48:35|4124|0|7.16|7.16|4
1179700291|1|6005411420385050638|10|20080502 21:53:41|4453|0|1.49|1.49|1
1179700291|2|6005411420385050638|10|20080502 21:53:41|4227200080|0|5.39|5.29|1
1179528272|1|6005411420385050638|4|20080302 18:40:22|3500074210|0|19.25|19.25|5
1179528272|2|6005411420385050638|4|20080302 18:40:22|4015955002|0|3.99|3.99|1
1179528272|3|6005411420385050638|4|20080302 18:40:22|4891|0|2.49|2.19|1
1179528272|4|6005411420385050638|4|20080302 18:40:22|4533|0|2.69|2.69|1
1179528272|5|6005411420385050638|4|20080302 18:40:22|20061900000|0|17.98|17.98|2
1179256531|1|6005411420385065994|13|20080721 17:52:23|4227200071|0|3.29|3.29|1
1179256531|2|6005411420385065994|13|20080721 17:52:23|4218702042|0|13.25|12.45|5
1179256531|3|6005411420385065994|13|20080721 17:52:23|4738|0|6.99|6.39|1
