1179834605|1|6005411420385042821|1|20090325 10:01:48|71685450267|0|5.99|5.65|1
1179405745|1|6005411420385042821|3|20091031 17:35:20|3114255405|0|4.99|4.99|1
1179405745|2|6005411420385042821|3|20091031 17:35:20|71575610001|0|3.99|3.59|1
1179405745|3|6005411420385042821|3|20091031 17:35:20|4225|0|9.95|9.25|5
1179405745|4|6005411420385042821|3|20091031 17:35:20|7890267554|0|2.99|2.99|1
1179405745|5|6005411420385042821|3|20091031 17:35:20|4044|0|2.99|2.99|1
1179098099|1|6005411420385042821|2|20090928 18:36:58|7149400021|0|15.96|15.96|4
1179681199|1|6005411420385042821|3|20081201 05:21:51|4218702042|0|5.3|4.98|2
1179681199|2|6005411420385042821|3|20081201 05:21:51|2018801201|0|4.99|4.89|1
1179681199|3|6005411420385042821|3|20081201 05:21:51|2220095440|0|4.19|4.19|1
1179176146|1|6005411420385064138|14|20090225 03:54:51|3338370212|0|15.96|15.96|4
1179236953|1|6005411420385064138|3|20080703 07:20:04|61012900211|0|5.99|5.65|1
1179118702|1|6005411420385051348|5|20080227 08:59:49|4738|0|20.97|19.17|3
1179457623|1|6005411420385051348|1|20090305 05:01:44|3338370132|0|9.98|9.98|2
1179592561|1|6005411420385051348|16|20090817 23:37:44|4020|0|2.59|2.29|1
1179592561|2|6005411420385051348|16|20090817 23:37:44|94131|0|2.99|2.89|1
1179592561|3|6005411420385051348|16|20090817 23:37:44|3126|0|3.99|3.99|1
1179998362|1|6005411420385024653|10|20081227 11:55:43|94281|0|1.99|1.99|1
1179998362|2|6005411420385024653|10|20081227 11:55:43|61012900211|0|5.99|5.65|1
1179191452|1|6005411420385024653|5|20090708 08:08:34|4218720112|0|9.95|9.45|5
1179136711|1|6005411420385088436|16|20080210 10:36:00|4687|0|3.69|3.69|1
1179136711|2|6005411420385088436|16|20080210 10:36:00|4263477104|0|16.77|16.77|3
1179136711|3|6005411420385088436|16|20080210 10:36:00|1204438970|0|18.95|18.95|5
1179910884|1|6005411420385047018|1|20090304 18:25:30|4045|0|11.98|9.98|2
1179910884|2|6005411420385047018|1|20090304 18:25:30|7148102020|0|7.98|7.98|2
