1179855925|1|6005411420385030478|3|20090814 11:20:44|7184005080|0|4.59|4.49|1
1179100487|1|6005411420385030478|12|20091220 03:54:59|3338305478|0|13.8|13.8|4
1179738436|1|6005411420385068012|6|20080707 08:32:20|4533|0|2.69|2.69|1
1179738436|2|6005411420385068012|6|20080707 08:32:20|4258|0|7.99|6.99|1
1179802730|1|6005411420385068012|5|20080925 23:15:14|7146421060|0|5.99|5.99|1
1179802730|2|6005411420385068012|5|20080925 23:15:14|94090|0|3.99|3.99|1
1179133380|1|6005411420385068012|18|20090522 18:18:12|71575610001|0|3.99|3.59|1
1179133380|2|6005411420385068012|18|20090522 18:18:12|3073|0|1.99|1.69|1
1179133380|3|6005411420385068012|18|20090522 18:18:12|7774520197|0|5.18|5.18|2
1179523864|1|6005411420385080117|4|20091224 13:06:20|7774521235|0|8.98|8.7|2
1179523864|2|6005411420385080117|4|20091224 13:06:20|2018801209|0|4.99|4.89|1
1179523864|3|6005411420385080117|4|20091224 13:06:20|4056|0|6.98|5.98|2
1179523864|4|6005411420385080117|4|20091224 13:06:20|1204400024|0|8.38|8.38|2
1179846180|1|6005411420385080117|3|20091231 09:36:51|8464131279|0|5.49|4.99|1
1179846180|2|6005411420385080117|3|20091231 09:36:51|8136300900|0|7.98|7.98|2
1179846180|3|6005411420385080117|3|20091231 09:36:51|94000|0|35.96|35.96|4
1179846180|4|6005411420385080117|3|20091231 09:36:51|7144830014|0|13.98|13.98|2
1179846180|5|6005411420385080117|3|20091231 09:36:51|4092|0|23.96|23.96|4
1179470440|1|6005411420385080117|13|20080716 06:18:44|3338370212|0|11.97|11.97|3
1179534443|1|6005411420385080117|2|20090101 18:03:36|4555|0|3.38|2.98|2
1179534443|2|6005411420385080117|2|20090101 18:03:36|4599|0|29.95|26.95|5
1179534443|3|6005411420385080117|2|20090101 18:03:36|4159|0|2.49|1.99|1
1179534443|4|6005411420385080117|2|20090101 18:03:36|20401300000|0|14.95|14.95|5
1179534443|5|6005411420385080117|2|20090101 18:03:36|4128|0|10.36|7.96|4
1179189435|1|6005411420385036578|18|20090321 20:23:27|71685450265|0|11.98|11.5|2
1179373134|1|6005411420385036578|15|20080127 08:38:03|4831302802|0|29.95|29.95|5
1179656048|1|6005411420385036578|3|20080525 23:49:13|4092|0|17.97|17.97|3
1179107566|1|6005411420385036578|15|20090205 03:04:02|7366854321|0|14.97|14.97|3
1179107566|2|6005411420385036578|15|20090205 03:04:02|8136300900|0|15.96|15.96|4
1179145163|1|6005411420385008037|3|20090403 16:33:20|4746|0|5.18|3.98|2
1179145163|2|6005411420385008037|3|20090403 16:33:20|4072|0|2.38|2.38|2
1179777140|1|6005411420385008037|11|20090505 13:13:59|4401|0|8.97|8.97|3
1179777140|2|6005411420385008037|11|20090505 13:13:59|20500900000|0|17.98|17.98|2
1179777140|3|6005411420385008037|11|20090505 13:13:59|4665|0|2.29|2.25|1
1179249450|1|6005411420385008037|6|20080104 08:30:15|20061100000|0|35.97|35.97|3
1179249450|2|6005411420385008037|6|20080104 08:30:15|4076|0|15.56|13.96|4
1179174902|1|6005411420385044111|5|20080727 21:30:17|7523400164|0|3.49|3.49|1
1179767349|1|6005411420385044111|18|20090530 10:12:26|4066|0|2.49|1.99|1
1179538915|1|6005411420385044111|17|20080313 02:08:26|4135|0|2.29|2.29|1
1179720253|1|6005411420385057242|1|20080512 02:41:09|4077|0|7.96|7.96|4
1179720253|2|6005411420385057242|1|20080512 02:41:09|7774500200|0|4.49|4.35|1
1179720253|3|6005411420385057242|1|20080512 02:41:09|79265605000|0|26.25|24.95|5
1179159882|1|6005411420385057242|11|20080628 02:14:26|4091|0|3.58|3.18|2
1179352498|1|6005411420385023619|8|20080726 15:37:51|20501000000|0|8.99|8.99|1
1179352498|2|6005411420385023619|8|20080726 15:37:51|8464142055|0|4.59|4.35|1
1179663875|1|6005411420385023619|2|20081217 14:18:23|4086|0|4.98|4.5|2
1179303264|1|6005411420385023619|3|20090411 13:57:12|2018801209|0|4.99|4.89|1
1179934486|1|6005411420385023619|16|20081106 10:28:03|20062000000|0|84.95|84.95|5
1179934486|2|6005411420385023619|16|20081106 10:28:03|4030|0|0.65|0.59|1
1179934486|3|6005411420385023619|16|20081106 10:28:03|3126|0|15.96|15.96|4
1179281453|1|6005411420385045302|15|20090513 18:16:53|4665|0|2.29|2.25|1
1179281453|2|6005411420385045302|15|20090513 18:16:53|20068100000|0|15.96|15.96|4
1179222961|1|6005411420385045302|4|20080119 16:18:24|4604|0|6.87|5.97|3
1179222961|2|6005411420385045302|4|20080119 16:18:24|7184005080|0|18.36|17.96|4
1179222961|3|6005411420385045302|4|20080119 16:18:24|4227200081|0|5.39|5.29|1
1179857029|1|6005411420385045302|12|20080529 12:59:16|9830410010|0|11.96|11.96|4
1179857029|2|6005411420385045302|12|20080529 12:59:16|4608|0|4.89|4.59|1
1179857029|3|6005411420385045302|12|20080529 12:59:16|4800|0|19.95|14.95|5
1179857029|4|6005411420385045302|12|20080529 12:59:16|7148100005|0|3.39|3.29|1
1179626378|1|6005411420385044111|13|20080228 03:19:34|4128|0|10.36|7.96|4
1179587399|1|6005411420385044111|5|20081016 23:58:45|7148102030|0|19.95|19.95|5
1179587399|2|6005411420385044111|5|20081016 23:58:45|7184009112|0|9.18|8.98|2
1179587399|3|6005411420385044111|5|20081016 23:58:45|94013|0|0.99|0.99|1
1179587399|4|6005411420385044111|5|20081016 23:58:45|4092|0|11.98|11.98|2
1179587399|5|6005411420385044111|5|20081016 23:58:45|4218701108|0|13.96|13.16|4
1179058153|1|6005411420385044111|5|20081228 05:08:01|7146420060|0|5.99|5.99|1
1179058153|2|6005411420385044111|5|20081228 05:08:01|4227200070|0|3.29|3.29|1
1179058153|3|6005411420385044111|5|20081228 05:08:01|7717266717|0|15.96|15.96|4
1179058153|4|6005411420385044111|5|20081228 05:08:01|8891400010|0|14.95|14.95|5
1179058153|5|6005411420385044111|5|20081228 05:08:01|4218720657|0|4.99|4.69|1
1179205002|1|6005411420385045302|11|20090921 06:25:10|20500900000|0|8.99|8.99|1
1179205002|2|6005411420385045302|11|20090921 06:25:10|7196296789|0|7.98|7.98|2
1179953582|1|6005411420385010026|16|20080619 20:05:22|7087301080|0|7.98|7.78|2
1179687298|1|6005411420385068012|2|20080825 15:19:45|3338351003|0|7.98|7.98|2
1179815128|1|6005411420385068012|11|20080210 14:36:34|94022|0|7.98|7.98|2
1179815128|2|6005411420385068012|11|20080210 14:36:34|4218702044|0|7.5|7.5|2
1179895727|1|6005411420385068012|17|20080325 13:14:10|3338360301|0|7.98|7.78|2
1179731250|1|6005411420385080117|2|20090603 05:51:54|4378|0|2.99|2.99|1
1179731250|2|6005411420385080117|2|20090603 05:51:54|7774521357|0|4.99|4.69|1
1179731250|3|6005411420385080117|2|20090603 05:51:54|4065|0|9.96|8.76|4
1179427359|1|6005411420385080117|15|20080411 21:43:12|3338380100|0|7.98|7.58|2
1179713284|1|6005411420385080117|16|20080308 02:16:38|4553|0|8.97|8.97|3
1179713284|2|6005411420385080117|16|20080308 02:16:38|7774500203|0|4.49|4.35|1
1179713284|3|6005411420385080117|16|20080308 02:16:38|2220095440|0|4.19|4.19|1
1179713284|4|6005411420385080117|16|20080308 02:16:38|3436400011|0|7.98|7.78|2
1179981930|1|6005411420385080117|12|20090501 11:08:19|8136300100|0|7.98|7.98|2
1179981930|2|6005411420385080117|12|20090501 11:08:19|4087|0|4.78|4.58|2
1179981930|3|6005411420385080117|12|20090501 11:08:19|3338390201|0|1.79|1.79|1
1179981930|4|6005411420385080117|12|20090501 11:08:19|4831302803|0|11.98|11.98|2
1179542654|1|6005411420385068012|10|20091208 15:51:01|4159|0|7.47|5.97|3
1179542654|2|6005411420385068012|10|20091208 15:51:01|65527200001|0|4.25|4.25|1
1179465616|1|6005411420385068012|8|20081010 05:55:34|4831302803|0|5.99|5.99|1
1179465616|2|6005411420385068012|8|20081010 05:55:34|71752481102|0|11.98|11.98|2
1179465616|3|6005411420385068012|8|20081010 05:55:34|4596|0|4.58|3.98|2
1179603328|1|6005411420385068012|16|20090421 00:08:46|7148101210|0|3.99|3.99|1
1179603328|2|6005411420385068012|16|20090421 00:08:46|1204434220|0|7.58|7.58|2
1179603328|3|6005411420385068012|16|20090421 00:08:46|4040|0|14.95|12.45|5
1179603328|4|6005411420385068012|16|20090421 00:08:46|4408|0|2.99|2.89|1
1179603328|5|6005411420385068012|16|20090421 00:08:46|7053267500|0|17.95|17.45|5
1179777041|1|6005411420385045302|2|20090731 09:46:37|20064500000|0|64.95|64.95|5
1179756517|1|6005411420385045302|3|20091201 21:10:20|72492310500|0|19.95|19.95|5
